Key,Id,English(en),Spanish(es),Italian(it),French(fr),Polish(pl),Ukrainian(uk),Russian(ru),German(de),Hungarian(hu),Romanian(ro),Arabic(ar)
"nicolaus_copernicus_monument_warsaw.desc",8827921476083719,"A monument to the astronomer Nicolaus Copernicus.","Un monumento al astrónomo Nicolás Copérnico.","Monumento all'astronomo Niccolò Copernico.","Un monument à l'astronome Nicolas Copernic.","Pomnik astronoma Mikołaja Kopernika.","Пам'ятник астроному Миколі Копернику.","Памятник астроному Николаю Копернику.","Ein Denkmal für den Astronomen Nikolaus Kopernikus.","Miklós Kopernikusz csillagász emlékműve.","Un monument al astronomului Nicolaus Copernic.","نصب تذكاري لعالم الفلك نيكولاس كوبرنيكوس."
"nicolaus_copernicus.desc",8827921476083715,"A brilliant scientist from Poland who discovered that the Earth goes around the Sun, not the other way around! This changed how we understand space.","Un brillante científico polaco descubrió que la Tierra gira alrededor del Sol, ¡y no al revés! Esto cambió nuestra comprensión del espacio.","Un brillante scienziato polacco ha scoperto che è la Terra a girare intorno al Sole, non il contrario! Questo ha cambiato il nostro modo di concepire lo spazio.","Un brillant scientifique polonais a découvert que la Terre tourne autour du Soleil, et non l'inverse ! Cela a révolutionné notre compréhension de l'espace.","Genialny naukowiec z Polski, który odkrył, że to Ziemia krąży wokół Słońca, a nie odwrotnie! To zmieniło nasze rozumienie kosmosu.","Геніальний вчений з Польщі, який відкрив, що Земля обертається навколо Сонця, а не навпаки! Це змінило наше розуміння космосу.","Гениальный учёный из Польши, открывший, что Земля вращается вокруг Солнца, а не наоборот! Это изменило наше понимание космоса.","Ein brillanter Wissenschaftler aus Polen entdeckte, dass sich die Erde um die Sonne dreht und nicht umgekehrt! Dies veränderte unser Verständnis des Weltraums.","Egy zseniális lengyel tudós, aki felfedezte, hogy a Föld kering a Nap körül, nem pedig fordítva! Ez megváltoztatta a tér megértését.","Un om de știință strălucit din Polonia care a descoperit că Pământul se învârte în jurul Soarelui, nu invers! Acest lucru a schimbat modul în care înțelegem spațiul.","عالمٌ بولنديٌّ بارعٌ اكتشف أن الأرض تدور حول الشمس، وليس العكس! غيّر هذا فهمنا للفضاء."
"note_do",8827921476083720,"C","Do","Do","Do","Do","До","До","C","Do","Do","و"
"note_do.desc",8827921476083721,"A musical note.","Una nota musical.","Una nota musicale.","Une note de musique.","Nuta muzyczna.","Музична нота.","Музыкальная нота.","Eine Musiknote.","Egy hangjegy.","O notă muzicală.",
"note_fa",8827921476083722,"F","Fa","Fa","Fa","Fa","Фа","Фа","F","Fa","Fa","فا"
"note_fa.desc",8827921476083723,"A musical note.","Una nota musical.","Una nota musicale.","Une note de musique.","Nuta muzyczna.","Музична нота.","Музыкальная нота.","Eine Musiknote.","Egy hangjegy.","O notă muzicală.","نوتة موسيقية."
"note_la",8827921476083724,"A","La","La","La","La","Ля","Ля","A","La","La","لا"
"note_la.desc",8827921476083725,"A musical note.","Una nota musical.","Una nota musicale.","Une note de musique.","Nuta muzyczna.","Музична нота.","Музыкальная нота.","Eine Musiknote.","Egy hangjegy.","O notă muzicală.","نوتة موسيقية."
"note_mi",8827921476083726,"E","Mi","Mi","Mi","Mi","Мі","Мі","E","Mi","Mi","مي"
"note_mi.desc",8827921476083727,"A musical note.","Una nota musical.","Una nota musicale.","Une note de musique.","Nuta muzyczna.","Музична нота.","Музыкальная нота.","Eine Musiknote.","Egy hangjegy.","O notă muzicală.","نوتة موسيقية."
"note_re",8827921476083728,"D","Re","Re","Ré","Re","Ре","Ре","D","Re","Re","يكرر"
"note_re.desc",8827921476083729,"A musical note.","Una nota musical.","Una nota musicale.","Une note de musique.","Nuta muzyczna.","Музична нота.","Музыкальная нота.","Eine Musiknote.","Egy hangjegy.","O notă muzicală.","نوتة موسيقية."
"note_si",8827921476083730,"B","Si","Si","Si","Si","Сі","Сі","H","Si","Si","سي"
"note_si.desc",8827921476083731,"A musical note.","Una nota musical.","Una nota musicale.","Une note de musique.","Nuta muzyczna.","Музична нота.","Музыкальная нота.","Eine Musiknote.","Egy hangjegy.","O notă muzicală.","نوتة موسيقية."
"note_sol",8827921476083732,"G","Sol","Sol","Sol","Sol","Соль","Соль","G","Sol","Sol","سول"
"note_sol.desc",8827921476083733,"A musical note.","Una nota musical.","Una nota musicale.","Une note de musique.","Nuta muzyczna.","Музична нота.","Музыкальная нота.","Eine Musiknote.","Egy hangjegy.","O notă muzicală.","نوتة موسيقية."
"notre_dame_de_paris",8827921476083734,"Notre-Dame de Paris","Notre Dame de París","Notre-Dame de Paris","Notre-Dame de Paris","Katedra Notre-Dame w Paryżu","Нотр-Дам де Парі","Нотр-Дам де Пари","Notre-Dame de Paris","Párizsi Notre-Dame","Notre-Dame de Paris","نوتردام دي باريس"
"notre_dame_de_paris_fire",8827921476083736,"Notre-Dame Fire","Incendio de Notre Dame","Incendio di Notre-Dame","Incendie de Notre-Dame","Pożar Notre-Dame","Вогонь Нотр-Дам","Пожар в Нотр-Дам","Brand von Notre-Dame","Notre-Dame tűz","Incendiul Notre-Dame","حريق نوتردام"
"notre_dame_de_paris_fire.desc",8827921476083737,"In 2019, a big fire damaged the beautiful Notre-Dame Cathedral in Paris. Many people worked together to save this important building.","En 2019, un gran incendio dañó la hermosa Catedral de Notre Dame de París. Muchas personas trabajaron juntas para salvar este importante edificio.","Nel 2019, un grande incendio ha danneggiato la splendida Cattedrale di Notre-Dame a Parigi. Molte persone hanno collaborato per salvare questo importante edificio.","En 2019, un important incendie a endommagé la magnifique cathédrale Notre-Dame de Paris. De nombreuses personnes se sont mobilisées pour sauver cet important édifice.","W 2019 roku wielki pożar zniszczył piękną katedrę Notre-Dame w Paryżu. Wiele osób współpracowało, aby uratować ten ważny budynek.","У 2019 році велика пожежа пошкодила прекрасний собор Паризької Богоматері. Багато людей працювали разом, щоб зберегти цю важливу будівлю.","В 2019 году сильный пожар повредил прекрасный собор Парижской Богоматери. Многие люди объединили усилия, чтобы спасти это важное сооружение.","Im Jahr 2019 beschädigte ein Großbrand die wunderschöne Kathedrale Notre-Dame in Paris. Viele Menschen arbeiteten zusammen, um dieses wichtige Gebäude zu retten.","2019-ben egy nagy tűz rongálta meg a gyönyörű párizsi Notre-Dame katedrálist. Sokan dolgoztak együtt e fontos épület megmentésén.","În 2019, un mare incendiu a afectat frumoasa catedrală Notre-Dame din Paris. Mulți oameni au lucrat împreună pentru a salva această clădire importantă.","في عام ٢٠١٩، ألحق حريق هائل أضرارًا بالغة بكاتدرائية نوتردام الرائعة في باريس. تضافرت جهود العديد من الجهات لإنقاذ هذا المبنى المهم."
"notre_dame_de_paris.desc",8827921476083735,"A beautiful cathedral in Paris. Its colorful glass windows tell stories.","Una hermosa catedral en París. Sus coloridos vitrales cuentan historias.","Una splendida cattedrale di Parigi. Le sue vetrate colorate raccontano storie.","Une magnifique cathédrale parisienne. Ses vitraux colorés racontent des histoires.","Piękna katedra w Paryżu. Jej kolorowe witraże opowiadają historie.","Гарний собор у Парижі. Його кольорові скляні вікна розповідають історії.","Прекрасный собор в Париже. Его разноцветные витражи рассказывают истории.","Eine wunderschöne Kathedrale in Paris. Ihre bunten Glasfenster erzählen Geschichten.","Egy gyönyörű katedrális Párizsban. Színes üvegablakai történeteket mesélnek.","O catedrală frumoasă din Paris. Ferestrele sale de sticlă colorate spun povești.","كاتدرائية جميلة في باريس. نوافذها الزجاجية الملونة تروي قصصًا."
"number_0",20609757533429760,"Number 0","Número 0","Numero 0","Numéro 0","Cyfra 0","Номер 0","Номер 0","Nummer 0","0. szám","Numărul 0","الرقم 0"
"number_0.desc",20609757562789888,"The number for nothing, but still important! It comes before all the others.","El número no sirve para nada, ¡pero sigue siendo importante! Va antes que todos los demás.","Il numero che non conta niente, ma è comunque importante! Viene prima di tutti gli altri.","Ce numéro est superflu, mais il est important ! Il vient avant tous les autres.","Liczba oznaczająca nic, ale wciąż ważna! Jest ważniejsza niż wszystkie inne.","Номер даремний, але все одно важливий! Воно передує всім іншим.","Число ничего не значащее, но всё же важное! Оно идёт перед всеми остальными.","Die Nummer ist zwar nichtssagend, aber trotzdem wichtig! Sie steht vor allen anderen.","A szám semmi, de akkor is fontos! Az összes többi előtt áll.","Numarul degeaba, dar totusi important! Vine înaintea tuturor celorlalți.","الرقم ليس له أي قيمة، ولكنه مهم! إنه يأتي قبل كل الأرقام الأخرى."
